64 64
7.503267973856212 -1.10186306185103 398.41864591455806
1.6982434747547415E-5 1.9203561038494178E-5 1.4051316461032075E-5 2.0040263152775783E-5 1.2143352594611501E-5 2.40519524380162E-5 1.4000098518390858E-5 2.2316238006932987E-5 1.117644761691616E-5 2.5835269619861982E-5 1.080456265028906E-5 2.0568786286481346E-5 5.778696553805364E-7 8.35041961605129E-5 3.8574836714801615E-6 1.4137798199592317E-4 4.2485847445286624E-5 2.753271436303441E-4 1.1054656957418225E-4 3.955241665095399E-4 9.486999240276967E-4 0.0011654809060584516 0.0012665162160077686 0.0027102288294520425 0.004021562158141689 0.0024504776078316595 0.00399032591165021 0.010574365416605676 0.016357954027260077 0.009033096420444083 0.0057484820656071465 0.007074916730808682 0.018371092122058005 0.023088329348169227 0.00789404198226752 0.0031180969753264415 0.016522101560994398 0.01873227926424032 0.007739386931161061 0.004186460994889015 1.242053007489122E-4 0.0036008670488408144 0.006919773485776405 0.004897227613226248 0.003912061252186194 0.0036928715338037134 7.922262447788591E-4 3.1592796356804027E-4 7.568943980028839E-4 5.385681712549384E-5 6.665812009604205E-5 2.2544535436341006E-5 4.832599000087594E-5 4.357846870272382E-5 9.634077148056818E-5 1.2110398757196777E-5 1.7702830116826895E-5 1.9603211481152877E-5 1.9954038478603685E-5 1.4994370388149753E-5 1.4281600802561397E-5 1.8078890626692413E-5 1.29966313953202E-5 2.5066641353702372E-5 
1.2334822338916142E-5 9.669953561285006E-6 1.9550532941456636E-5 6.60049071076067E-6 2.3126830451362515E-5 4.272554831657356E-6 2.4648650401292267E-5 1.8008794219853593E-6 2.640825744733193E-5 6.029849576833731E-7 2.5661506619116728E-5 7.361227894963902E-7 6.251875326575511E-6 2.3689947714847015E-5 2.362781189388776E-5 7.99889271886273E-5 4.48101771595184E-5 2.1557105563707143E-4 1.0338536511647201E-4 4.4638375308374024E-4 9.064954828725439E-4 0.001223123681007714 0.0021933734116364053 0.002994041688368726 0.005555992987078358 0.0028611932018845682 0.003966883412261932 0.013056334855173072 0.024515227709059787 0.009868476209326113 0.006534171682062151 0.009370638054042656 0.018815947770500586 0.028427219473589598 0.009839838828387739 0.0027516191731403105 0.02145332881159377 0.023788201919514872 0.010309018579185227 0.006405694203128521 1.1876729076475255E-4 0.005079468028188856 0.00828837932697127 0.006112058444433924 0.0057434415619618436 0.0040192177174842485 3.785514918950302E-4 7.101671661000376E-4 4.5636960300469287E-4 5.953845511463339E-5 1.0962837217440531E-5 7.039179223885214E-5 2.8260834046696034E-7 1.1729730045848513E-4 7.89064208407601E-5 2.7278819011317406E-5 6.379227920229979E-6 2.328000617722357E-5 8.770832698284492E-6 2.4890504483254017E-5 1.5095282957968707E-5 1.8661880864002904E-5 1.749578991597047E-5 1.952424070354543E-5 
6.622623414232854E-6 7.35234445782112E-6 4.305412841440768E-6 9.741186677876084E-6 1.4538196027542211E-6 1.2828691766671708E-5 4.009683407714812E-7 1.3391374144122514E-5 4.1807748144188556E-7 1.2067313865000682E-5 1.7844026382195855E-6 9.039726237793965E-6 2.0393667962540173E-6 1.3087556363725324E-6 1.3783448550507237E-5 4.098619544791401E-5 1.2121961896579164E-5 1.9892600787578863E-4 1.3758412466336473E-4 5.602202408468122E-4 6.876801450095132E-4 0.0012165296730662933 0.0030745820212550365 0.00315431651373603 0.007746265601845565 0.004369799519796814 0.005424552842122028 0.015710869958380006 0.03382957432502072 0.012833163214164724 0.006898260997188574 0.013289986436583542 0.016297607381866516 0.031023316836753495 0.013438980761377953 0.0034940252545365654 0.02431733792329566 0.02666480530793986 0.014694414289768247 0.009296938540515033 1.9898458150789252E-4 0.00562858879421366 0.008916283373191876 0.00752225000646533 0.006820657576322183 0.003093337100079847 4.809117124491223E-4 8.43608974113798E-4 1.8371641620161644E-4 9.259448544961565E-5 2.615076608325108E-5 8.073387558517198E-5 5.345893706371923E-6 6.70957583657969E-5 7.729709931888069E-5 8.538343900897014E-6 1.7872351360553622E-5 8.589475128691151E-9 2.6180495649976903E-5 1.7640223291927533E-6 2.2392836767678512E-5 3.6159578287482723E-7 1.1548112603290468E-5 2.987494571365152E-6 
9.179058385109315E-7 3.4522984759479244E-6 1.3056275283294833E-6 2.641485460829722E-6 2.121286178198329E-6 2.0297364702505068E-6 3.3463933063970436E-6 1.4423139794121196E-6 6.130047581363712E-6 2.346894745942403E-6 1.3003009130801498E-5 6.957277980014093E-6 1.2168804399468189E-5 5.554111693770937E-6 3.908503183547703E-5 5.0390689289048965E-5 2.4384066760425695E-5 2.80696593212498E-4 3.017214321875859E-4 8.469183293583917E-4 3.293355615631384E-4 0.0014271016411569648 0.0035210736264131132 0.0031264529508768647 0.010291334244883535 0.007092062538241738 0.008500259589882321 0.017561134891319725 0.03832517699953655 0.016111518683353462 0.006554588733742025 0.01852492735125975 0.011476372150626636 0.03143179340240395 0.020729431890369066 0.0052147602665167155 0.022935207311998756 0.02760458774897789 0.02173128695947498 0.01318592401863384 4.4782821303446365E-4 0.004974959665950717 0.010168924970577288 0.010190670200371149 0.006613078671108824 0.0016123255595091176 0.0010560908486174352 7.22364353089387E-4 1.6178856050515987E-4 2.048787735705384E-4 4.034100085966272E-5 7.481128834615626E-5 1.4193597099259784E-5 1.2946071996067443E-5 5.404222005456626E-5 1.573083493316656E-6 1.0517993632827831E-5 4.420518446196959E-6 1.7597623147052013E-5 1.686834957164097E-6 1.0561278126335631E-5 2.7293870550899255E-7 2.4585650043070297E-6 3.158388360874549E-6 
4.2415811020229694E-6 6.874973256612554E-6 5.602142352628876E-6 1.2130618092936483E-6 8.829237004346146E-6 5.9543870554488624E-8 9.055187734935306E-6 1.37573784915954E-6 2.6496577053210933E-6 9.01192116120106E-6 1.717652055911183E-6 3.340107145945455E-5 1.1220174962938973E-6 2.325648957693329E-5 4.250272756417296E-5 1.1743735948836229E-4 5.47477005421149E-5 3.9940295092496397E-4 5.724716404513144E-4 0.0013043394594743007 8.553221711876773E-5 0.0021843309581600166 0.0033405703821928786 0.002870142348881423 0.013035241409993414 0.010687311642182383 0.01302836050331381 0.018554940694343793 0.03430325829219492 0.0174726840028329 0.005354777401497064 0.024730974990931475 0.007628781926191479 0.03138768901746643 0.03391425061123097 0.00753841560368904 0.018856682530565792 0.029689965663311797 0.03113734082143835 0.018227828481365022 0.001132535764100043 0.00341674650214715 0.011765418380817114 0.013612942289189378 0.005615522490495554 0.0014190553857404472 0.0019880840705116297 4.759882452618735E-4 3.877612018870264E-4 4.5096288885210456E-4 9.059920990863058E-5 7.905347677499801E-5 6.359549281298454E-5 4.25386185873319E-6 3.1757208562566395E-5 1.42897194978161E-5 1.9390534109100574E-5 2.5069040835298657E-5 2.248631180861247E-5 1.4677540967084108E-5 4.548944498625082E-6 1.3553591311961112E-5 6.329064408028104E-8 7.431087539005398E-6 
9.876684002885514E-6 4.77679849091995E-6 2.282228774009686E-6 1.1921485886458816E-5 1.846898556752997E-7 9.769056987545987E-6 4.138821828068263E-6 7.946271277768254E-6 5.005753045287561E-6 7.301862515174367E-8 7.865008826842128E-6 1.4014629264908112E-5 1.2723279964311947E-5 1.4478097161362847E-5 1.6105888878844772E-5 1.618534265692716E-4 4.8451377486894195E-5 3.9438697162844544E-4 7.496679786153924E-4 0.0016629704080226462 1.456572411369179E-4 0.00358205697370943 0.0025263090610113856 0.0031116096177326233 0.016336419184807664 0.014326814649198003 0.018403333261714592 0.021099331340041088 0.02567415058564536 0.01742309827770261 0.0035976162219376827 0.031093165650369684 0.008293287257440619 0.0317018827503746 0.052395909408801455 0.010322547899812438 0.01569021008374087 0.03569760364147189 0.04216199624665278 0.02389439094039925 0.002373820865172853 0.0019396435173858408 0.012045258984964868 0.014569746066574457 0.005193356711233354 0.0036266676619504776 0.0026091055657775013 2.1084224980995138E-4 8.225279163712423E-4 7.586594678623454E-4 1.4048573772181992E-4 9.450227176955423E-5 6.059784088924602E-5 2.0133044859261557E-5 7.49482304737201E-6 6.057803549197823E-5 1.363162908778667E-5 3.690101560673074E-5 1.3288032280227576E-5 1.5949446000239415E-5 7.509237771810874E-6 1.956164836123808E-6 1.1521743768154164E-5 9.082489661983186E-7 
5.9975578002548944E-6 3.9215465384457575E-6 9.186649055474155E-6 2.984234720257037E-7 8.834926396715023E-6 4.080965732702631E-6 4.156891825943639E-6 1.0484223009931512E-5 1.0202719243252685E-6 4.5377247138467305E-6 2.5519839186442073E-6 3.5940095506709568E-6 1.271921463099245E-5 2.7299528042001632E-6 6.267163070785469E-6 1.5280260207763125E-4 4.942902340752376E-5 2.352650798540319E-4 8.746459519854749E-4 0.0016931906225977032 6.390154966535478E-4 0.0053099101685962335 0.0012532792195673243 0.00559059346748798 0.020812746004293853 0.016519263320755043 0.02413180549126398 0.029840129166074782 0.02132080531155396 0.018796578160067492 0.003167928602561986 0.035979877808188475 0.013913416260140147 0.032252945108006074 0.07297557862287547 0.015431419552612406 0.014015552482337571 0.0445446325099784 0.05533970982127832 0.029752572191862715 0.0037430023234507896 0.0012927496234912052 0.010477394639952106 0.011516042109199254 0.006769870329426141 0.006805890454019156 0.0023130757557789303 1.8460577164590745E-4 0.001324541585410001 8.824354782580622E-4 7.056203165814271E-5 9.400043268593193E-5 4.523954022414981E-6 4.558879912523223E-5 1.6054460335441447E-6 2.984933027736843E-5 2.9104090698735616E-5 1.232303762584137E-6 2.4347931154041093E-5 2.2124168085417807E-6 1.1914237375130262E-6 6.592538218152195E-6 2.4606355015262845E-8 4.980944784152657E-6 
7.837680057053737E-6 5.451634482194149E-6 1.2456435423451565E-7 5.7115756716051636E-6 3.0044988750435447E-6 2.3223182068484665E-6 8.337381413019515E-6 1.4443757125893807E-7 1.2897348988985126E-5 6.785139740999264E-7 1.409638629710906E-6 4.770903905685244E-6 1.2460565493774563E-5 1.3514897731129058E-6 5.89330497437371E-6 1.2388397285908838E-4 5.815135913634928E-5 1.1068727333683554E-4 0.0011129763361134584 0.0015187963744398485 0.0017275866131671806 0.006772275171029685 1.9487371001220826E-4 0.012323019346308752 0.02622063227996105 0.015258907969435003 0.03116471145174452 0.04867401435175452 0.02529532467366161 0.022470006582570062 0.007531366285370238 0.03729380484990419 0.02134183136654267 0.032766878242706125 0.09099939080917593 0.025991265834708514 0.012100255897837673 0.05191775032131024 0.0728511529830952 0.03802045657181245 0.0048512545082499345 0.0016282991171410902 0.008461959749895475 0.008001823575045999 0.011276631997490811 0.009097190033972006 0.00137490240380806 6.24039169596135E-4 0.0016671344886533494 6.587414066434917E-4 6.630538563306226E-7 5.775633641080826E-5 2.5172252680269173E-5 6.704217226966078E-5 3.4315820866059224E-6 3.79758023223052E-5 3.684535492048905E-5 4.336007236025547E-6 1.1445982197579343E-5 4.1341456497335846E-6 1.0306458608740823E-5 4.07378963691958E-7 7.223710265136615E-6 3.091751155607765E-6 
1.0785971340741329E-6 5.245338600305653E-7 3.679102303179175E-6 5.548936185105892E-7 1.7109882766923652E-6 3.075962119273811E-6 5.026084255027304E-7 2.9492693417907382E-6 6.589616786043149E-6 6.9045542801498165E-6 1.8692762441049216E-6 1.961907123079456E-6 3.387517916934136E-5 2.1558774364976664E-5 1.072272173546064E-5 8.938010135505028E-5 5.315917152782727E-5 2.1247832463154543E-4 0.0015226273453250862 0.0013928779536247439 0.003309836777896148 0.007111191482596673 3.994971540865083E-4 0.02377579314996092 0.030128231629099302 0.010341562780524031 0.04294380339231879 0.07614421013094845 0.0315459786493271 0.026109582147003593 0.017624789189938258 0.03238626435653138 0.02627566476975418 0.03117827732956605 0.09881971205072919 0.04346355292143128 0.011112348077472583 0.05313609457982478 0.09592393731755305 0.05238037319215394 0.005863903401842962 0.0034949062113918466 0.0067368584459799275 0.008036881206287668 0.0196603912398473 0.010765365263230062 7.983367006596513E-4 0.0016365704293566838 0.0019155709203037032 2.677515559762093E-4 1.1763494219059184E-4 5.915771611187939E-5 6.787305658860459E-5 1.4516418416104553E-4 4.874216019778151E-5 4.104877591175047E-5 3.946681359614316E-5 2.2162565445364958E-7 1.227548038240528E-5 1.0106334368610673E-5 7.609827958158694E-6 2.8639281200805407E-6 1.5292878996961543E-6 3.070587558655887E-6 
7.504533158149277E-8 1.3032003731778664E-6 1.7155369976462721E-6 1.3934348133532473E-6 9.470198362597962E-7 2.4625131377418673E-6 1.1507662571641845E-7 2.919240355855565E-6 7.650944500699762E-7 1.1214787184505705E-5 2.7187330437639403E-6 1.8319467524541684E-6 3.4655737636917096E-5 7.814231207861993E-5 2.439236546250642E-5 6.077220165136472E-5 3.408631865228756E-5 4.617398245799543E-4 0.0019428159426954405 0.0014880896052599823 0.0048878318699660485 0.005749850558093416 0.0029033121811794797 0.036970103770744424 0.02876376560643816 0.006442922977466305 0.06399150673379608 0.1030900801958913 0.030504066295395704 0.027473784392145838 0.02730550006851236 0.019873194052791053 0.025668835321128194 0.023296796784387952 0.08906834798775104 0.06407367524396435 0.01281343712755764 0.04544868013201884 0.11909754144467172 0.0707566704373341 0.006916885587352517 0.0069363702481949445 0.004804280405018936 0.010364491666795574 0.02992510291578922 0.013116893011671769 0.0018276203609693623 0.003659558827277533 0.0025949723388083174 1.2162168695850075E-4 5.366791811903509E-4 1.9363362838940883E-4 1.0074936428331324E-4 3.1039652439435894E-4 1.0105842526715307E-4 1.244367054719932E-5 2.1390678857108473E-5 1.024428311052872E-5 1.0136244905765167E-5 1.2205640462835416E-5 3.3612120899450014E-6 3.8693530596635654E-6 9.781162813087292E-7 2.1147544093642616E-6 
